vin,make,fuel_type,engine_type,num-of-doors,body_type,drive_type,num_of_cylinders,city_mpg,highway_mpg,year,mileage,color,state,country
  1fdfe4fs7eda23699,subaru,gas,turbo,four,wagon,4wd,four,23,23,2014,204155,beige,pennsylvania, usa
  2c3ccabg5hh538726,saab,gas,turbo,four,sedan,fwd,four,19,26,2017,31311,gray,arizona, usa
  1gc1kveg3hf189737,subaru,gas,std,four,sedan,fwd,four,28,33,2017,19845,silver,michigan, usa
  1fmcu0gd5huc78080,mitsubishi,gas,std,four,sedan,fwd,four,23,30,2017,17617,white,texas, usa
  3c4njccb4kt662767,mercedes-benz,gas,std,four,sedan,rwd,eight,16,18,2019,35595,charcoal,north carolina, usa
  2c4rc1cg5hr616095,bmw,gas,std,four,sedan,rwd,six,21,28,2017,138650,gray,texas, usa
  1gyknbrsxhz114969,nissan,gas,std,four,sedan,fwd,six,17,22,2017,35598,gray,michigan, usa
  3gyfnae36gs538333,volkswagen,gas,std,four,sedan,fwd,four,27,34,2016,26667,gray,michigan, usa
  2c4rdgeg9jr237989,audi,gas,std,two,sedan,fwd,five,19,25,2018,45561,white,texas, usa
  5ymkt6c37h0x20696,nissan,gas,std,two,hatchback,fwd,four,31,37,2017,29355,blue,michigan, usa
  2fmhk6c89gba05297,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,24157,gray,south carolina, usa
  3c4pdcabxjt311007,subaru,gas,std,two,hatchback,4wd,four,26,31,2018,33957,gray,florida, usa
  1g1fb1rsxh0185712,mazda,gas,std,four,sedan,fwd,four,26,32,2017,52435,black,florida, usa
  3c4njddb0kt686052,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2019,29245,gray,north carolina, usa
  1ftfw1ef1gfb13670,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2016,84413,black,pennsylvania, usa
  5gakvckd2hj308564,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,25434,white,florida, usa
  1g1zh5sx9hf118136,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,18414,white,tennessee, usa
  3gcukrec4hg196549,subaru,gas,turbo,four,sedan,4wd,four,24,29,2017,31234,black,michigan, usa
  3fa6p0hd7hr273550,volkswagen,gas,std,four,wagon,fwd,four,25,31,2017,60219,red,texas, usa
  1fm5k7d8xhga68751,peugot,diesel,turbo,four,wagon,rwd,four,25,25,2017,29168,gray,texas, usa
  1ft8w3b61fec52078,nissan,gas,std,four,wagon,fwd,four,31,37,2015,42930,white,pennsylvania, usa
  3fa6p0hd7hr273550,volkswagen,gas,std,four,wagon,fwd,four,25,31,2017,60219,red,texas, usa
  2c3cdzc95fh757310,nissan,gas,std,two,sedan,fwd,four,31,37,2015,3641,white,pennsylvania, usa
  3c4njccb0kt676343,mazda,gas,std,two,hatchback,fwd,four,31,38,2019,31594,silver,north carolina, usa
  1ft7w2bt7hec67263,toyota,gas,std,four,hatchback,fwd,four,27,32,2017,42289,white,texas, usa
  1fadp3j2xjl279400,nissan,gas,std,four,sedan,fwd,six,19,25,2018,23164,white,south carolina, usa
  1fdfe4fs7eda23699,subaru,gas,turbo,four,wagon,4wd,four,23,23,2014,204155,beige,pennsylvania, usa
  2c3ccabgxkh559658,mazda,gas,std,four,sedan,fwd,four,31,38,2019,42648,gray,south carolina, usa
  3gcukrec5gg383569,toyota,gas,std,four,hatchback,fwd,four,27,32,2016,28844,blue,michigan, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  1gks2gkc6hr327937,mazda,gas,std,four,sedan,rwd,four,19,27,2017,32504,silver,california, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  wba4f9c51hg439932,nissan,gas,std,four,sedan,fwd,four,31,37,2017,17626,gray,michigan, usa
  2fmpk3j85hbb79415,isuzu,gas,std,four,sedan,rwd,four,24,29,2017,38123,red,texas, usa
  1fmcu9hd6juc54783,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2018,34819,gold,south carolina, usa
  3c4njccb0kt676343,mazda,gas,std,two,hatchback,fwd,four,31,38,2019,31594,silver,north carolina, usa
  2c3cdzc95fh757310,nissan,gas,std,two,sedan,fwd,four,31,37,2015,3641,white,pennsylvania, usa
  3kpfl4a79je272611,dodge,gas,std,two,hatchback,fwd,four,37,41,2018,38823,black,north carolina, usa
  1gcukrecxhf153500,saab,gas,std,four,sedan,fwd,four,21,28,2017,51293,beige,michigan, usa
  wba7f2c55gg415264,toyota,gas,std,two,sedan,rwd,four,26,29,2016,31727,gray,michigan, usa
  1ftfw1ef1gfb13670,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2016,84413,black,pennsylvania, usa
  1fbax2cv0hkb32599,volvo,gas,std,four,sedan,rwd,four,24,28,2017,76858,white,texas, usa
  2c3cdzag7jh321665,toyota,gas,std,two,hatchback,rwd,four,24,30,2018,35461,white,florida, usa
  1fdwf37r28eb95687,dodge,gas,turbo,two,hatchback,fwd,four,19,24,2008,93698,white,tennessee, usa
  1gykndrs1hz125239,peugot,diesel,turbo,four,wagon,rwd,four,25,25,2017,32418,white,michigan, usa
  3gcukrec4gg223800,volkswagen,gas,std,two,sedan,fwd,four,27,34,2016,33045,white,michigan, usa
  1ft7w2bt7hec67263,toyota,gas,std,four,hatchback,fwd,four,27,32,2017,42289,white,texas, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  2fmpk3j92hbc12542,audi,gas,turbo,two,hatchback,4wd,five,16,22,2017,63418,black,texas, usa
  1fahp60a63y107799,honda,gas,std,two,hatchback,fwd,four,30,34,2003,58817,gray,virginia, usa
  1fm5k7b86hga87008,nissan,gas,std,four,hatchback,fwd,four,27,34,2017,44929,black,texas, usa
  1fm5k7d84hgc31359,peugot,gas,std,four,sedan,rwd,four,19,24,2017,29882,white,texas, usa
  2fmpk4j87hbb21750,mazda,gas,std,four,sedan,fwd,four,31,38,2017,44794,gray,texas, usa
  5xypg4a59lg616029,dodge,gas,std,four,sedan,fwd,four,31,38,2020,11451,blue,north carolina, usa
  1g6ah1rx1g0193887,toyota,diesel,std,four,hatchback,fwd,four,38,47,2016,46467,white,michigan, usa
  3d7ks28c15g771945,volvo,diesel,turbo,four,sedan,rwd,six,26,27,2005,219823,gray,south carolina, usa
  1fadp3e24hl348263,volvo,gas,std,four,sedan,rwd,six,18,23,2017,31563,gray,texas, usa
  1c3cccab7fn613884,nissan,gas,std,two,sedan,fwd,four,31,37,2015,88227,black,pennsylvania, usa
  3c4njccb3kt676336,isuzu,gas,std,two,hatchback,rwd,four,24,29,2019,30061,red,north carolina, usa
  3c4njddb0kt686052,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2019,29245,gray,north carolina, usa
  2c3cdzag7jh321665,toyota,gas,std,two,hatchback,rwd,four,24,30,2018,35461,white,florida, usa
  1gc4k1ey0jf149152,porsche,gas,std,two,hardtop,rwd,six,17,25,2018,16105,black,washington, usa
  2c4rc1eg2hr669530,plymouth,gas,std,two,hatchback,fwd,four,37,41,2017,18375,gray,michigan, usa
  1gks2bkc6hr134450,mazda,gas,std,two,hatchback,rwd,two,17,23,2017,39165,silver,california, usa
  1gc1kveg3hf189737,subaru,gas,std,four,sedan,fwd,four,28,33,2017,19845,silver,michigan, usa
  2gnalcek7h1548351,mitsubishi,gas,turbo,four,sedan,fwd,four,23,30,2017,12783,silver,florida, usa
  2c4rc1gg4hr635019,saab,gas,std,two,hatchback,fwd,four,21,28,2017,32224,silver,south carolina, usa
  2c4rc1fg5lr143335,mazda,gas,std,two,hatchback,rwd,two,16,23,2020,2473,white,ohio, usa
  3fa6p0hd3hr199785,volkswagen,diesel,turbo,four,sedan,fwd,four,37,42,2017,37176,white,texas, usa
  nm0ls7e76h1312963,volvo,gas,turbo,four,wagon,rwd,four,17,22,2017,90618,white,texas, usa
  1b7hc16x01s213315,volvo,gas,std,four,sedan,rwd,four,23,28,2001,109360,white,georgia, usa
  3c4njddb0kt686052,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2019,29245,gray,north carolina, usa
  1gks2bkc6hr134450,mazda,gas,std,two,hatchback,rwd,two,17,23,2017,39165,silver,california, usa
  wba7f2c57gg421020,toyota,gas,std,four,sedan,fwd,four,28,34,2016,39917,blue,michigan, usa
  3c4pdcab8jt384019,toyota,gas,std,four,sedan,fwd,four,38,47,2018,6743,gray,florida, usa
  3kpfl4a79je272611,dodge,gas,std,two,hatchback,fwd,four,37,41,2018,38823,black,north carolina, usa
  2c4rc1gg4hr635019,saab,gas,std,two,hatchback,fwd,four,21,28,2017,32224,silver,south carolina, usa
  3c4pdcab8jt384019,toyota,gas,std,four,sedan,fwd,four,38,47,2018,6743,gray,florida, usa
  1fmcu0gd5huc78080,mitsubishi,gas,std,four,sedan,fwd,four,23,30,2017,17617,white,texas, usa
  3fa6p0hd7hr273550,volkswagen,gas,std,four,wagon,fwd,four,25,31,2017,60219,red,texas, usa
  1ftew1ep1gfc64335,toyota,gas,std,two,hatchback,rwd,four,29,34,2016,77638,white,south carolina, usa
  wd4pe7dd1gp253504,honda,gas,std,four,sedan,fwd,four,24,28,2016,97983,white,new york, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  2c3hd46r3yh208325,volkswagen,gas,std,four,sedan,fwd,four,26,32,2000,231240,red,north carolina, usa
  1c3cdzab0en111068,subaru,gas,std,four,sedan,4wd,four,24,25,2014,123660,silver,utah, usa
  1fmzk1cmxhkb51025,toyota,gas,std,four,wagon,rwd,six,19,24,2017,55618,white,texas, usa
  1g4zp5ss8hu149142,mazda,gas,std,two,hatchback,rwd,two,17,23,2017,46766,silver,florida, usa
  2fmpk3j85hbb79415,isuzu,gas,std,four,sedan,rwd,four,24,29,2017,38123,red,texas, usa
  1fm5k8fh9ggc37790,toyota,gas,std,four,wagon,4wd,four,27,32,2016,62774,black,south carolina, usa
  1g4ps5sk1e4188639,dodge,gas,turbo,?,sedan,fwd,four,24,30,2014,31039,brown,ohio, usa
  2c3ccabg5hh538726,saab,gas,turbo,four,sedan,fwd,four,19,26,2017,31311,gray,arizona, usa
  1gks2gkcxhr323969,mercury,gas,turbo,two,hatchback,rwd,four,19,24,2017,30636,red,california, usa
  3c4njccb3kt676336,isuzu,gas,std,two,hatchback,rwd,four,24,29,2019,30061,red,north carolina, usa
  3c4njccb4kt662767,mercedes-benz,gas,std,four,sedan,rwd,eight,16,18,2019,35595,charcoal,north carolina, usa
  1fmcu0g9xeud52262,toyota,gas,std,four,sedan,fwd,four,27,32,2014,79422,white,new york, usa
  1fm5k8ht0hga07252,nissan,gas,std,four,wagon,fwd,six,17,22,2017,40455,white,texas, usa
  1g1fb1rsxh0185712,mazda,gas,std,four,sedan,fwd,four,26,32,2017,52435,black,florida, usa
  1g1fb1rsxh0104806,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,35200,white,florida, usa
  1ft8w3b61fec52078,nissan,gas,std,four,wagon,fwd,four,31,37,2015,42930,white,pennsylvania, usa
  3gcukrec4hg196549,subaru,gas,turbo,four,sedan,4wd,four,24,29,2017,31234,black,michigan, usa
  3gcuknec6gg150809,toyota,diesel,turbo,four,sedan,fwd,four,30,33,2016,33624,black,michigan, usa
  1gnkvgkd0hj145877,saab,gas,std,two,hatchback,fwd,four,21,28,2017,39687,silver,michigan, usa
  3gcukrec4jg204915,honda,gas,std,two,sedan,fwd,four,25,31,2018,30442,red,tennessee, usa
  1fmcu0gd8huc93883,mazda,diesel,std,?,sedan,fwd,four,36,42,2017,29942,black,texas, usa
  1c4rdjdg2jc329601,peugot,gas,std,four,wagon,rwd,four,19,24,2018,49496,white,south carolina, usa
  1fbax2cv0hkb32599,volvo,gas,std,four,sedan,rwd,four,24,28,2017,76858,white,texas, usa
  1b7hg38n62s587845,volkswagen,gas,std,four,sedan,fwd,four,27,34,2002,185460,black,michigan, usa
  1gks2gkc2hr328793,honda,gas,std,four,sedan,fwd,four,30,34,2017,27965,black,california, usa
  1fahp60a63y107799,honda,gas,std,two,hatchback,fwd,four,30,34,2003,58817,gray,virginia, usa
  1gks2gkc7hr321306,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,31009,black,california, usa
  1gks2bkc7hr133811,mazda,gas,std,two,hatchback,fwd,four,30,31,2017,39886,red,california, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  3d7ks28c15g771945,volvo,diesel,turbo,four,sedan,rwd,six,26,27,2005,219823,gray,south carolina, usa
  1gcgtben3h1180134,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2017,33791,turquoise,michigan, usa
  2c4rc1gg3kr730663,mazda,gas,std,four,hatchback,fwd,four,26,32,2019,25281,red,south carolina, usa
  5gakvckd2hj308564,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,25434,white,florida, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  1fmzk1cmxhkb51025,toyota,gas,std,four,wagon,rwd,six,19,24,2017,55618,white,texas, usa
  1gc1kve82gf207345,volvo,gas,turbo,four,sedan,rwd,four,19,25,2016,71809,white,michigan, usa
  3gcuknec9gg342967,toyota,gas,std,two,hatchback,fwd,four,35,39,2016,93493,white,washington, usa
  1b7hg38n62s587845,volkswagen,gas,std,four,sedan,fwd,four,27,34,2002,185460,black,michigan, usa
  1gks2bkc6hr136280,bmw,gas,std,four,sedan,rwd,four,23,29,2017,39650,white,california, usa
  1ftew1ep8hfa10123,peugot,gas,turbo,four,sedan,rwd,four,18,24,2017,21770,black,texas, usa
  3gcukrec3hg429109,renault,gas,std,four,wagon,fwd,four,23,31,2017,55222,black,michigan, usa
  3c4njccb3kt676336,isuzu,gas,std,two,hatchback,rwd,four,24,29,2019,30061,red,north carolina, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  jn1by1ar7gm271292,honda,gas,std,two,hatchback,fwd,four,31,38,2016,71967,gray,new york, usa
  1ftfw1et4efc23745,audi,gas,std,four,sedan,fwd,four,24,30,2014,64146,blue,virginia, usa
  3gyfnae36gs538333,volkswagen,gas,std,four,sedan,fwd,four,27,34,2016,26667,gray,michigan, usa
  3gcukrec4hg196549,subaru,gas,turbo,four,sedan,4wd,four,24,29,2017,31234,black,michigan, usa
  1ft7w3bt5hee88155,isuzu,gas,std,two,sedan,fwd,four,38,43,2017,15273,black,pennsylvania, usa
  1gchtde32g1339478,volkswagen,gas,std,two,convertible,fwd,four,24,29,2016,18006,brown,michigan, usa
  1gcgtben3h1180134,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2017,33791,turquoise,michigan, usa
  2c4rc1gg3kr730663,mazda,gas,std,four,hatchback,fwd,four,26,32,2019,25281,red,south carolina, usa
  1fm5k8fh9ggc37790,toyota,gas,std,four,wagon,4wd,four,27,32,2016,62774,black,south carolina, usa
  2c3cdxjg6jh224431,peugot,gas,std,four,sedan,rwd,four,19,24,2018,28307,silver,michigan, usa
  1ftfw1ef5hkc50264,nissan,diesel,std,two,sedan,fwd,four,45,50,2017,110316,white,texas, usa
  1fm5k7d82hgb39148,nissan,gas,turbo,two,hatchback,rwd,six,17,23,2017,45191,white,texas, usa
  1gc1kve82gf207345,volvo,gas,turbo,four,sedan,rwd,four,19,25,2016,71809,white,michigan, usa
  1ftnx20p73ed69682,honda,gas,std,four,sedan,fwd,four,27,33,2003,176567,white,tennessee, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  3gcukrec4hg196549,subaru,gas,turbo,four,sedan,4wd,four,24,29,2017,31234,black,michigan, usa
  2fmpk3j95hbb73607,chevrolet,gas,std,two,hatchback,fwd,three,47,53,2017,35714,white,texas, usa
  jn1by1ar7gm271292,honda,gas,std,two,hatchback,fwd,four,31,38,2016,71967,gray,new york, usa
  1fmcu9gx9gua57286,nissan,gas,std,two,sedan,fwd,four,31,37,2016,36855,black,pennsylvania, usa
  1ftew1cf3fke12825,toyota,gas,std,two,hatchback,rwd,six,19,24,2015,61436,silver,south carolina, usa
  2fmhk6c89gba05297,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,24157,gray,south carolina, usa
  1ft7w2bt7hec41164,nissan,gas,std,four,sedan,fwd,four,31,37,2017,39333,black,texas, usa
  1g1fb3dx5h0143964,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2017,28395,black,florida, usa
  2c3cdxhgxjh125388,subaru,gas,std,four,wagon,fwd,four,28,32,2018,36767,gray,florida, usa
  1ft7w2bt8hec67434,volkswagen,gas,std,two,hatchback,fwd,four,24,29,2017,72445,white,texas, usa
  1fadp5auxhl109013,dodge,gas,std,four,wagon,fwd,four,24,30,2017,44174,white,texas, usa
  3gcuknec9gg342967,toyota,gas,std,two,hatchback,fwd,four,35,39,2016,93493,white,washington, usa
  1ftfw1ef1gfb13670,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2016,84413,black,pennsylvania, usa
  1gks2gkc6hr326335,honda,gas,std,two,hatchback,fwd,four,49,54,2017,26364,silver,california, usa
  3gcuksec3gg369662,volvo,gas,turbo,four,sedan,rwd,four,17,22,2016,33928,white,michigan, usa
  2fmpk4j87hbb21750,mazda,gas,std,four,sedan,fwd,four,31,38,2017,44794,gray,texas, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  2c3ccaeg5kh585628,mazda,gas,std,two,hatchback,fwd,four,26,32,2019,38586,gray,south carolina, usa
  1ftew1ep2hkd15978,plymouth,gas,std,four,sedan,fwd,four,31,38,2017,48086,red,south carolina, usa
  1ft7w3bt0hef02785,jaguar,gas,std,two,sedan,rwd,twelve,13,17,2017,26241,black,pennsylvania, usa
  1fm5k8f80hgc67231,plymouth,gas,std,four,wagon,fwd,four,24,30,2017,57611,black,south carolina, usa
  1gc4k1ey0jf149152,porsche,gas,std,two,hardtop,rwd,six,17,25,2018,16105,black,washington, usa
  1gks2gkc2hr327918,dodge,gas,std,four,sedan,fwd,four,31,38,2017,28040,silver,california, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  1fm5k7dh9hgb05630,porsche,gas,std,two,convertible,rwd,six,17,25,2017,35888,gold,texas, usa
  1fm5k8fh9ggc37790,toyota,gas,std,four,wagon,4wd,four,27,32,2016,62774,black,south carolina, usa
  1gks2gkc2hr327918,dodge,gas,std,four,sedan,fwd,four,31,38,2017,28040,silver,california, usa
  1gc4k1ey0jf149152,porsche,gas,std,two,hardtop,rwd,six,17,25,2018,16105,black,washington, usa
  5gakvbkd8gj196085,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,51393,beige,michigan, usa
  1c4sdjct1jc174166,subaru,gas,std,four,wagon,4wd,four,23,29,2018,19420,white,florida, usa
  1fm5k7d84hgc31359,peugot,gas,std,four,sedan,rwd,four,19,24,2017,29882,white,texas, usa
  3c4pdcgg5jt346413,alfa-romero,gas,std,two,hatchback,rwd,six,19,26,2018,39590,silver,georgia, usa
  2c3ccabg5hh538726,saab,gas,turbo,four,sedan,fwd,four,19,26,2017,31311,gray,arizona, usa
  1fadp3m26jl307477,nissan,gas,std,four,sedan,fwd,four,27,34,2018,16971,black,south carolina, usa
  3gcuktec5gg350066,volvo,gas,std,four,wagon,rwd,four,23,28,2016,32058,black,michigan, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  1gys4ckj7hr359884,plymouth,gas,std,four,sedan,fwd,four,31,38,2017,26562,black,michigan, usa
  1fadp3e24hl348263,volvo,gas,std,four,sedan,rwd,six,18,23,2017,31563,gray,texas, usa
  2fmpk3j98gbb59781,toyota,gas,std,four,hatchback,fwd,four,28,34,2016,33514,white,south carolina, usa
  3d7ks28c15g771945,volvo,diesel,turbo,four,sedan,rwd,six,26,27,2005,219823,gray,south carolina, usa
  wba7f2c55gg415264,toyota,gas,std,two,sedan,rwd,four,26,29,2016,31727,gray,michigan, usa
  1fdwf37r28eb95687,dodge,gas,turbo,two,hatchback,fwd,four,19,24,2008,93698,white,tennessee, usa
  5xypg4a59lg616029,dodge,gas,std,four,sedan,fwd,four,31,38,2020,11451,blue,north carolina, usa
  1q87t3n166389,honda,gas,std,two,hatchback,fwd,four,38,42,1973,46226,red,pennsylvania, usa
  1gcncneh5jz302471,honda,gas,std,two,hatchback,fwd,four,27,33,2018,2430,white,tennessee, usa
  1fmcu0gd5hud08310,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,36732,black,texas, usa
  3d7ks28c15g771945,volvo,diesel,turbo,four,sedan,rwd,six,26,27,2005,219823,gray,south carolina, usa
  3gcuktej3hg475034,peugot,gas,std,four,wagon,rwd,four,19,24,2017,31923,white,michigan, usa
  1gc1kveg3hf189737,subaru,gas,std,four,sedan,fwd,four,28,33,2017,19845,silver,michigan, usa
  3c4pdcab0jt474412,toyota,gas,std,four,hatchback,fwd,four,30,37,2018,39029,white,florida, usa
  1gks2gkcxhr328718,mitsubishi,gas,turbo,two,hatchback,fwd,four,23,30,2017,31992,black,california, usa
  1ftfw1eg1hfb38806,porsche,gas,std,two,hardtop,rwd,six,17,25,2017,24521,gray,south carolina, usa
  1ftew1ep2hkd15978,plymouth,gas,std,four,sedan,fwd,four,31,38,2017,48086,red,south carolina, usa
  1g1zd5st5jf191860,audi,gas,turbo,four,sedan,fwd,five,17,20,2018,9371,silver,florida, usa
  1gcukrecxhf153500,saab,gas,std,four,sedan,fwd,four,21,28,2017,51293,beige,michigan, usa
  1fmjk1ht3gef52975,toyota,diesel,std,four,sedan,fwd,four,34,36,2016,72885,silver,south carolina, usa
  3c4njccb7kt660088,mitsubishi,gas,std,two,hatchback,fwd,four,37,41,2019,34502,red,north carolina, usa
  3gcpcrec2jg473991,audi,gas,std,four,sedan,4wd,five,18,22,2018,6654,red,florida, usa
  1ft7w3bt5hee88155,isuzu,gas,std,two,sedan,fwd,four,38,43,2017,15273,black,pennsylvania, usa
  1gks2gkc3hr326762,audi,gas,std,four,wagon,fwd,five,19,25,2017,23525,gray,california, usa
  2fmpk3j84hbc09276,dodge,gas,turbo,two,hatchback,fwd,four,24,30,2017,46010,blue,texas, usa
  1ftew1ep8hfa10123,peugot,gas,turbo,four,sedan,rwd,four,18,24,2017,21770,black,texas, usa
  2fmpk3j9xhbb56401,honda,gas,std,two,hatchback,fwd,four,30,34,2017,37792,no_color,texas, usa
  1c4pjmbx2kd360704,mazda,gas,std,two,hatchback,fwd,four,26,32,2019,31156,white,north carolina, usa
  1fduf5gt8bea80212,volvo,gas,std,four,wagon,rwd,four,24,28,2011,309564,white,south carolina, usa
  1fm5k8ht0hga07252,nissan,gas,std,four,wagon,fwd,six,17,22,2017,40455,white,texas, usa
  1ft8w3dt5deb68569,chevrolet,gas,std,two,hatchback,fwd,four,38,43,2013,54380,gray,virginia, usa
  2fmpk3j85hbb79415,isuzu,gas,std,four,sedan,rwd,four,24,29,2017,38123,red,texas, usa
  2fmdk3gc4bbb02217,alfa-romero,gas,std,two,convertible,rwd,four,21,27,2011,190552,silver,tennessee, usa
  1fm5k8f80hgc67231,plymouth,gas,std,four,wagon,fwd,four,24,30,2017,57611,black,south carolina, usa
  nm0ls7e76h1312963,volvo,gas,turbo,four,wagon,rwd,four,17,22,2017,90618,white,texas, usa
  1gks2gkc6hr326335,honda,gas,std,two,hatchback,fwd,four,49,54,2017,26364,silver,california, usa
  1gyknbrsxhz114969,nissan,gas,std,four,sedan,fwd,six,17,22,2017,35598,gray,michigan, usa
  5gakvbkd8gj196085,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,51393,beige,michigan, usa
  nm0ls7e76h1312963,volvo,gas,turbo,four,wagon,rwd,four,17,22,2017,90618,white,texas, usa
  3gcukrec4gg223800,volkswagen,gas,std,two,sedan,fwd,four,27,34,2016,33045,white,michigan, usa
  3kpfl4a79je272611,dodge,gas,std,two,hatchback,fwd,four,37,41,2018,38823,black,north carolina, usa
  1ft7x2b62eea29551,toyota,gas,std,two,hardtop,rwd,four,24,30,2014,47055,brown,pennsylvania, usa
  kl4cj1sb6jb688844,bmw,gas,std,four,sedan,rwd,six,15,20,2018,20002,red,tennessee, usa
  3c4pdcab8jt166940,renault,gas,std,two,hatchback,fwd,four,23,31,2018,32870,gray,florida, usa
  3kpfk4a77je198723,bmw,gas,std,two,sedan,rwd,six,16,22,2018,46194,blue,north carolina, usa
  1gks2gkc3hr326762,audi,gas,std,four,wagon,fwd,five,19,25,2017,23525,gray,california, usa
  2c3ccakg6kh578112,mercedes-benz,gas,std,two,hardtop,rwd,eight,14,16,2019,33135,gray,south carolina, usa
  1ftfw1et7dfa47790,bmw,gas,std,four,sedan,rwd,six,20,25,2013,100757,black,virginia, usa
  3gcukrec0jg176059,bmw,gas,std,two,sedan,rwd,six,21,28,2018,22909,black,tennessee, usa
  1ft7x2b62eea29551,toyota,gas,std,two,hardtop,rwd,four,24,30,2014,47055,brown,pennsylvania, usa
  1gks2gkc6hr325461,honda,gas,std,four,sedan,fwd,four,27,33,2017,30049,white,california, usa
  1fbax2cv0hkb32599,volvo,gas,std,four,sedan,rwd,four,24,28,2017,76858,white,texas, usa
  wba4f9c51hg439932,nissan,gas,std,four,sedan,fwd,four,31,37,2017,17626,gray,michigan, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  1gks2gkc7hr321306,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,31009,black,california, usa
  5gakvbkd8gj196085,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,51393,beige,michigan, usa
  1gcgtben3h1180134,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2017,33791,turquoise,michigan, usa
  1gc1kve82gf207345,volvo,gas,turbo,four,sedan,rwd,four,19,25,2016,71809,white,michigan, usa
  3gcukrec4gg223800,volkswagen,gas,std,two,sedan,fwd,four,27,34,2016,33045,white,michigan, usa
  3gcuksej6hg353147,subaru,gas,std,two,hatchback,fwd,four,31,36,2017,46091,white,michigan, usa
  1ftew1cf3fke12825,toyota,gas,std,two,hatchback,rwd,six,19,24,2015,61436,silver,south carolina, usa
  1g1zh5sx9hf118136,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,18414,white,tennessee, usa
  3c4njccb0kt676343,mazda,gas,std,two,hatchback,fwd,four,31,38,2019,31594,silver,north carolina, usa
  2fmpk3j98gbb59781,toyota,gas,std,four,hatchback,fwd,four,28,34,2016,33514,white,south carolina, usa
  2c3ccakg4kh594972,mercedes-benz,diesel,turbo,two,hardtop,rwd,five,22,25,2019,34801,gray,south carolina, usa
  3gcuktec5gg350066,volvo,gas,std,four,wagon,rwd,four,23,28,2016,32058,black,michigan, usa
  2fmpk3j9xhbb56401,honda,gas,std,two,hatchback,fwd,four,30,34,2017,37792,no_color,texas, usa
  2fmpk3j9xhbb56401,honda,gas,std,two,hatchback,fwd,four,30,34,2017,37792,no_color,texas, usa
  1gks2gkc6hr326335,honda,gas,std,two,hatchback,fwd,four,49,54,2017,26364,silver,california, usa
  1fduf5gt8bea80212,volvo,gas,std,four,wagon,rwd,four,24,28,2011,309564,white,south carolina, usa
  2fmpk4j87hbb21750,mazda,gas,std,four,sedan,fwd,four,31,38,2017,44794,gray,texas, usa
  3c4njccb0kt676343,mazda,gas,std,two,hatchback,fwd,four,31,38,2019,31594,silver,north carolina, usa
